two_realRank,1-qid,State,host_is_superhost,host_has_profile_pic,host_identity_verified,accommodates,beds,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,bathrooms,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,property_type_Entire condo,property_type_Entire guest suite,property_type_Entire home,property_type_Entire loft,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Entire townhouse,property_type_Private room in condo,property_type_Private room in guest suite,property_type_Private room in home,property_type_Private room in loft,property_type_Private room in rental unit,property_type_Private room in townhouse,property_type_Room in boutique hotel,property_type_Room in hotel,property_type_Shared room in rental unit,accommodates_contribution,availability_30_contribution,availability_365_contribution,availability_60_contribution,availability_90_contribution,bathrooms_contribution,beds_contribution,host_has_profile_pic_contribution,host_identity_verified_contribution,host_is_superhost_contribution,number_of_reviews_contribution,number_of_reviews_l30d_contribution,number_of_reviews_ltm_contribution,property_type_Entire condo_contribution,property_type_Entire guest suite_contribution,property_type_Entire home_contribution,property_type_Entire loft_contribution,property_type_Entire rental unit_contribution,property_type_Entire serviced apartment_contribution,property_type_Entire townhouse_contribution,property_type_Private room in condo_contribution,property_type_Private room in guest suite_contribution,property_type_Private room in home_contribution,property_type_Private room in loft_contribution,property_type_Private room in rental unit_contribution,property_type_Private room in townhouse_contribution,property_type_Room in boutique hotel_contribution,property_type_Room in hotel_contribution,property_type_Shared room in rental unit_contribution,review_scores_accuracy_contribution,review_scores_checkin_contribution,review_scores_cleanliness_contribution,review_scores_communication_contribution,review_scores_location_contribution,review_scores_rating_contribution,review_scores_value_contribution,reviews_per_month_contribution,room_type_Entire home/apt_contribution,room_type_Hotel room_contribution,room_type_Private room_contribution,room_type_Shared room_contribution,model,predicted
147,Queens,42880570,0,1,0,13,7,0,0,0,0,2,0,0,0.05,3,3,3,3,3,3,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887195329,0.013223538,0.903107868,0.982686417,0.01772606,0.323497244,0.711671721,0.688840965,0.138958997,0.843627189,0.129293886,0.222558071,0.908716819,0.337884371,0.342244596,0.895970793,0.72743529,0.824456823,,0.561098809,,,0.134962667,,0.669328939,,0.719953737,0.650255591,,0.238491062,0.176552002,0.883833825,0.943155155,0.912580979,0.066745917,0.804236155,0.848846656,0.450225974,,0.654239885,,Queens_SVM,9
94,Queens,6.81E+17,0,1,1,14,6,0.7,0.783333333,0.822222222,0.202739726,30,26,1,2.23,4.67,4.67,4.43,4.77,4.63,4.7,4.63,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.896946631,0.483759502,0.89728493,0.414877104,0.63529285,0.415277164,0.409888288,0.761570844,0.766878161,0.841145433,0.382564421,0.230066904,0.097811708,0.009953866,0.447734291,0.033424486,0.493352505,0.037595177,,0.667432229,,,0.219464666,,0.686270298,,0.626055676,0.448118623,,0.324140273,0.060002031,0.859030831,0.973249648,0.583460577,0.764284503,0.363433788,0.651892915,0.623310824,,0.560916253,,Queens_SVM,74
1,Queens,6.34E+17,0,1,1,2,2,0,0,0,0,10,1,0,0.65,4.9,4.8,4.7,5,5,4.9,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.094808014,0.013599224,0.868683539,0.990770759,0.020742785,0.075440319,0.4978705,0.673338367,0.837697721,0.745901339,0.234446204,0.201778877,0.913867975,0.529079198,0.561160176,0.120400745,0.55176109,0.780924397,,0.62080308,,,0.114843958,,0.11220898,,0.809916866,0.828115102,,0.658642026,0.771668354,0.242700621,0.077447481,0.320286299,0.852505011,0.193549977,0.816815981,0.336087323,,0.458973858,,Queens_SVM,160
179,Queens,27854483,0,1,1,2,1,0,0,0,0,3,0,0,0.05,5,5,5,5,5,4.67,4.67,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.127395301,0.01064917,0.856758211,0.982966216,0.018258355,0.04306302,0.71568307,0.633348764,0.864129455,0.811260085,0.062640786,0.129451784,0.917622075,0.327783209,0.224243305,0.06960467,0.664412817,0.124107388,,0.372837162,,,0.160237094,,0.777661337,,0.752795665,0.765090985,,0.743592292,0.847985406,0.116575592,0.086365912,0.45745998,0.928870281,0.354042819,0.881093472,0.420809653,,0.581863362,,Queens_SVM,128
10,Queens,7.84E+17,1,1,1,12,6,0.833333333,0.916666667,0.944444444,0.967123288,16,16,6,1.88,5,5,5,4.94,4.88,5,5,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.883407403,0.875038168,0.063504251,0.061711128,0.877307093,1,0.435717095,0.633156649,0.695973347,0.053376789,0.091637341,0.787362922,0.662716704,0.536470974,0.238854933,0.900169545,0.409886602,0.858515304,,0.416209239,,,0.09430936,,0.742230077,,0.892829715,0.597126813,,0.715841578,0.796056345,0.085166535,0.173035922,0.366107109,0.904088682,0.171948659,0.681328613,0.451501257,,0.877319508,,Queens_SVM,12
48,Queens,52823283,0,1,1,16,1,0,0,0,0,1,0,0,0.05,1,1,5,1,1,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.883961794,0.023712245,0.921186591,0.990014703,0.016360956,0.01155743,0.742752373,0.603651368,0.781693403,0.710486381,0.11435432,0.235772461,0.891075762,0.18799242,0.596011939,0.092377923,0.553040705,0.140734997,,0.285377821,,,0.169330627,,0.627522123,,0.730077804,0.774467408,,0.230545081,0.081084258,0.101687356,0.918724111,0.935456698,0.071066223,0.87449301,0.902584538,0.431263212,,0.471616093,,Queens_SVM,175
9,Queens,3585309,0,1,1,9,5,0,0,0,0,17,0,0,0.16,4.93,4.93,4.86,5,5,4.86,4.79,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600387048,0.032446032,0.80199594,0.984354033,0.015083226,0.497934795,0.730283503,0.64568301,0.850633775,0.759313625,0.315332557,0.280059358,0.868890593,0.622333647,0.569493743,0.934650332,0.701564878,0.799861749,,0.285957668,,,0.169449027,,0.594217807,,0.692027687,0.686511481,,0.672500791,0.817235668,0.219955919,0.073261603,0.366010774,0.876857421,0.20827511,0.870002491,0.489722123,,0.614479547,,Queens_SVM,7
1,Queens,13925864,0,1,1,4,2,0,0,0,0,28,0,0,0.33,4.14,4.57,4.14,4.39,4.46,4.46,4.25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.094351358,0.008897103,0.84311717,0.996450547,0.022413729,0.092706328,0.655706244,0.734287188,0.806792219,0.786921248,0.381043456,0.184804415,0.888573494,0.214316527,0.227949653,0.080717335,0.403394165,0.17158484,,0.298432094,,,0.199288058,,0.670392635,,0.776267368,0.82062882,,0.210123966,0.168588306,0.900466604,0.915877353,0.885100604,0.08327153,0.895031717,0.909959604,0.486577266,,0.570451709,,Queens_SVM,112
200,Queens,9919728,0,1,1,12,7,0.166666667,0.583333333,0.722222222,0.931506849,8,0,0,0.09,4.33,4.17,4.33,4.83,4.67,4.83,4.33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.912494618,0.01465964,0.673659898,0.469473656,0.41558304,0.016965657,0.978372324,0.734939659,0.733893997,0.115324128,0.716111045,0.180284922,0.082840232,0.097293841,0.353366296,0.022926226,0.904549034,0.091564639,,0.359079988,,,0.575912613,,0.133019595,,0.315240177,0.576013132,,0.917728127,0.500070767,0.772470506,0.696614224,0.691798606,0.087688655,0.08479819,0.922557813,0.28224488,,0.162165951,,Staten_Island_SVM,92
72,Queens,9920363,0,1,1,16,11,1,1,1,1,8,0,0,0.09,4.25,4.25,3.75,4.75,4,4.75,4.5,2.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.975696601,0.93055218,0.796296795,0.067653664,0.425473742,0.456775746,0.974412321,0.765983636,0.569148028,0.087344056,0.643059823,0.308163746,0.078919586,0.069623519,0.182081537,0.033537652,0.709433385,0.111812933,,0.175220099,,,0.675933787,,0.205608125,,0.619024885,0.389723495,,0.986877561,0.568300259,0.834222521,0.835014213,0.589244287,0.14314081,0.070333484,0.951877916,0.176743371,,0.267041661,,Staten_Island_SVM,6
110,Queens,5.88E+17,1,1,0,5,4,0.833333333,0.916666667,0.944444444,0.983561644,23,11,2,1.46,4.91,4.96,5,5,5,4.96,4.87,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263745069,0.874960405,0.806191061,0.146506194,0.607735224,0.019361839,0.320537349,0.694980479,0.431401942,0.896114712,0.801037314,0.789849558,0.323424977,0.050238477,1,0.019646826,0.775554345,0.072046862,,0.479411224,,,0.463314023,,0.240800526,,0.668438027,0.148439886,,0.108386577,0.168538062,0,0.547485242,0.908130407,0.83040759,0.844571502,0.677947646,0.17943957,,0.2275737,,Staten_Island_SVM,124
165,Queens,7043746,0,1,1,12,5,0.966666667,0.983333333,0.988888889,0.997260274,98,2,0,0.98,4.32,4.36,4.17,4.66,4.6,4.29,4.32,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.963252898,0.852372895,0.718829099,0.130149482,0.246181913,0.452660365,0.564331089,0.889600467,0.553678809,0.145151609,0.056493739,0.210035429,0.067344123,0.042264296,0.33494362,0.012503219,0.810762545,0.926925968,,0.529016877,,,0.91739184,,0.210167534,,0.474683508,0.737403855,,0.925569667,0.714098808,0.884620908,0.728473044,0.222958468,0.10770813,0.047073666,0.820317702,0.224213483,,0.185334192,,Staten_Island_SVM,56
159,Queens,5.64E+17,0,1,1,2,1,0.733333333,0.85,0.9,0.956164384,164,104,2,8.83,4.6,4.71,4.69,4.51,4.55,4.63,4.4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.035568037,0.86536258,0.680455711,0.119935527,0.491144984,0.007125273,0.007481572,0.723972888,0.701176658,0.100025846,0.06650143,0.530609336,0.956378134,0.091310302,0.390555195,0.047016233,0.870787726,0.905971672,,0.682886955,,,0.720614529,,0.068797789,,0.476115109,0.744642549,,0.197423245,0.876440838,0.28976315,0.993675866,0.228585847,0.17400813,0.137312807,0.155449782,0.109347905,,0.307608995,,Staten_Island_SVM,184
146,Queens,5.64E+17,0,1,1,2,1,0.866666667,0.933333333,0.955555556,0.969863014,153,120,4,8.26,4.73,4.81,4.78,4.65,4.59,4.78,4.56,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04077014,0.844803118,0.640910463,0.101675497,0.476757939,0.013252547,0.007936032,0.643475198,0.670334808,0.096830434,0.191150848,0.693551374,0.90857151,0.140086898,0.257917007,0.007258017,0.79589639,0.873035083,,0.810226294,,,0.491446803,,0.164986205,,0.215883395,0.588635709,,0.246099247,0.653387007,0.32966819,0.581543636,0.727570432,0.858045762,0.680844838,0.05883169,0.309237819,,0.390913584,,Staten_Island_SVM,174
84,Queens,6.50E+17,0,1,1,2,1,0.9,0.866666667,0.911111111,0.947945205,10,6,1,0.76,4.5,4.6,4.7,4.7,4.4,4.6,4.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.043452867,0.842282821,0.607622119,0.15466062,0.734527245,0.011556789,0.011595147,0.723501707,0.607059388,0.04739986,0.707340201,0.412390798,0.197121475,0.113994818,0.344158975,0.023820116,0.857455794,0.081533922,,0.712978427,,,0.512650726,,0.171485341,,0.493789649,0.702268905,,0.85719046,0.642003562,0.313451091,0.49480982,0.18395434,0.126084337,0.039851789,0.778980039,0.883621275,,0.842830962,,Staten_Island_SVM,183
197,Queens,6.50E+17,0,1,1,4,2,0.6,0.633333333,0.755555556,0.920547945,129,104,2,9,4.74,4.84,4.74,4.73,4.74,4.71,4.64,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.025827784,0.459353778,0.675556239,0.353107472,0.240411793,0.013079526,0.007795494,0.708244815,0.615573289,0.068809841,0.139995973,0.531566981,0.970974305,0.109746748,0.224893341,0.019724939,0.893758529,0.080945626,,0.598746948,,,0.610458134,,0.162053828,,0.769007416,0.313619464,,0.261041443,0.963826537,0.297347395,0.907436684,0.660846944,0.685953791,0.679726346,0.096005027,0.840776132,,1,,Staten_Island_SVM,168
197,Queens,6.50E+17,0,1,1,2,1,0.866666667,0.883333333,0.922222222,0.961643836,77,63,7,5.37,4.6,4.62,4.71,4.61,4.48,4.69,4.48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.012924106,0.860642449,0.675664805,0.144643801,0.222752834,0.007797323,0.007886663,0.780418857,0.647506394,0.11433374,0.095509477,0.620951383,0.958496842,0.15173302,0.20596792,0.035339416,0.828310569,0.077681359,,0.450124378,,,0.54904085,,0.104008661,,0.622102054,0.322773505,,0.955214432,0.387205939,0.247287465,1,0.654968193,0.160578995,0.114510875,0.064373145,0.837562495,,0.872782447,,Staten_Island_SVM,177
41,Queens,5.64E+17,0,1,1,6,2,0.666666667,0.716666667,0.811111111,0.934246575,47,26,0,2.6,4.74,4.77,4.74,4.77,4.64,4.74,4.6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.294689357,0.491308222,0.764222708,0.465497836,0.688011503,0.008716124,0.010868753,0.895734784,0.522334,0.082874679,0.187924724,0.267527209,0.959525914,0.153417951,0.249488696,0.018082746,0.89155648,0.942185307,,0.616605213,,,0.648355061,,0.150759413,,0.530577535,0.850086157,,0.199866847,0.506881895,0.309724746,0.769422678,0.593146377,0.824424246,0.697895946,0.051601676,0.255984187,,0.239397804,,Staten_Island_SVM,164
134,Queens,5.64E+17,0,1,1,4,2,0.466666667,0.6,0.733333333,0.915068493,28,21,0,1.52,4.86,4.93,4.89,4.71,4.64,4.79,4.57,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.051687606,0.48722084,0.712258554,0.409962452,0.495972531,0.016376313,0.003699415,0.783363727,0.710781174,0.109450807,0.653885018,0.150863201,0.971311862,0.128881435,0.220643352,0.027981795,0.825356639,0.914508081,,0.504673772,,,0.738487289,,0.187662955,,0.435196973,0.565659759,,0.073814549,0.889434139,0.175703327,0.668014556,0.779812399,0.87094052,0.684232247,0.565060371,0.226074659,,0.291256519,,Staten_Island_SVM,176
33,Queens,6.65E+17,0,1,1,4,2,0.9,0.85,0.9,0.942465753,3,0,0,0.22,5,5,4.67,5,5,5,4.67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.028554475,0.874686551,0.640355444,0.136085548,0.533500408,0.012280922,0.007187331,0.814300155,0.467405593,0.16081102,0.78520305,0.22096577,0.086111011,0.136161097,0.416492144,0.041349215,0.793044046,0.045980523,,0.625066457,,,0.262212158,,0.136817321,,0.518016408,0.528365574,,0.064567021,0.258738511,0.241628538,0.439218009,0.86193173,0.901172026,0.639695334,0.946394186,0.994549191,,0.980110998,,Staten_Island_SVM,160
35,Queens,5.65E+17,0,1,1,6,3,0.566666667,0.783333333,0.855555556,0.945205479,62,49,4,3.34,4.82,4.92,4.74,4.63,4.71,4.84,4.63,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.32478709,0.49808065,0.771734908,0.38290588,0.684047237,0.004437718,0.313898202,0.683207047,0.569484687,0.067986607,0.201143129,0.562071789,0.901822602,0.108605932,0.31287714,0.020520025,0.924626818,0.927470297,,0.563824135,,,0.386534132,,0.259227706,,0.521762071,0.386887152,,0.087262439,0.903994664,0.163511303,0.835321343,0.851317191,0.748849413,0.700793889,0.047092241,0.17265217,,0.237704565,,Staten_Island_SVM,143
45,Queens,14110407,0,1,1,8,5,0.966666667,0.983333333,0.988888889,0.997260274,20,0,0,0.23,4.95,4.95,4.89,5,4.89,4.94,4.76,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571387717,0.877265227,0.770914462,0.112383393,0.334258546,0.385890848,0.558881572,0.712634511,0.47495941,0.15635583,0.480066514,0.240483429,0.113511605,0.08097352,0.437535089,0.978584552,0.819321575,0.106223486,,0.80463367,,,0.618908586,,0.113117283,,0.691852159,0.914666011,,0.122439943,0.295689429,0.06394462,0.263667878,0.769123484,0.831135196,0.801307467,0.882921945,0.036572938,,0.158013906,,Staten_Island_SVM,41
44,Queens,6.15E+17,1,1,1,7,4,0.933333333,0.966666667,0.977777778,0.24109589,41,28,0,2.62,4.78,4.8,4.85,4.9,4.95,4.78,4.76,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584064361,0.819109412,0.109377746,0.131405586,0,0.399295351,0.312701492,0.706718893,0.406410182,0.967170423,0.647137539,0.271423468,0.93244653,0.117746258,0.320481053,0.95543481,0.870099829,0.083580547,,0.570121603,,,0.827426475,,0.158202559,,0.350893323,0.531031894,,0.301128643,0.377122496,0.358877744,0.140639588,0.707336222,0.794970764,0.745640193,0.068332887,0.068766771,,0.317653514,,Staten_Island_SVM,59
69,Queens,6.70E+17,1,1,1,7,3,1,1,1,0.246575342,25,21,2,1.82,4.72,4.76,4.92,5,4.96,4.8,4.52,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608361439,0.959429517,0.144788759,0.106786827,0.529007304,0.394191872,0.313114883,0.791945627,0.509200211,0.912081114,0.732940081,0.633646533,0.96192513,0.115608564,0.203851835,0.986121909,0.862014722,0.054520302,,0.63972196,,,0.59501507,,0.210345939,,0.505472386,0.80004012,,0.153241484,0.001469462,0.20887211,0.270379005,0.622089922,0.806891717,0.662106042,0.640626177,0.075020811,,0.223730718,,Staten_Island_SVM,74
66,Queens,6.70E+17,0,1,1,5,2,1,1,1,1,6,3,0,0.45,4.17,4.33,4.17,4.5,4.33,4.83,3.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.334923999,0.975034627,0.773813037,0.070904679,0.473952994,0.013581987,0.011075168,0.670625398,0.90923124,0.115584667,0.687689449,0.382339537,0.159710435,0.05422296,0.431795467,0.013236493,0.836295592,0.92125873,,0.702640362,,,0.649174602,,0.105831224,,0.287103878,0.503961293,,0.92469763,0.654073449,0.81213024,0.593309706,0.71710274,0.195197998,0.055577962,0.865222177,0.202581846,,0.07118881,,Staten_Island_SVM,163
117,Queens,8.24E+17,0,1,1,8,8,0.466666667,0.6,0.733333333,0.42739726,11,11,1,2.39,4.82,4.73,4.73,4.64,4.73,4.91,4.82,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589001379,0.494773079,0.364786758,0.408912795,0.30481662,0.552288078,0.973943305,0.681761613,0.538446722,0.053742781,0.726503387,0.392321552,0.362398929,0.066830282,0.36938971,0.977822211,0.856617481,0.040669117,,0.588468305,,,0.645311211,,0.159771664,,0.04671605,0.677102228,,0.205151146,0.877811807,0.394548191,0.607493474,0.699634266,0.751128631,0.825222495,0.075253018,0.186714553,,0.242782503,,Staten_Island_SVM,12
189,Queens,32939925,0,1,1,10,5,0,0.333333333,0.555555556,0.630136986,56,10,1,1.1,4.52,4.54,4.52,4.93,4.79,4.55,4.5,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580735092,0.027885882,0.442479821,0.875716753,0.764632508,0.212481414,0.561844944,0.628155183,0.68073627,0.125743231,0.208599512,0.492904888,0.355827867,0.093753296,0.344590371,0.978566771,0.839115205,0.090700709,,0.637633653,,,0.623056153,,0.240588615,,0.166969063,0.844072886,,0.911397182,0.293630461,0.805410805,0.140565504,0.264858859,0.178236538,0.068692976,0.871298848,0.143746201,,0.114032499,,Staten_Island_SVM,89
165,Queens,7.55E+17,1,1,1,6,4,1,1,1,0.246575342,8,8,1,0.85,4.88,4.88,4.88,4.88,4.75,4.75,4.63,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.336302255,0.987657065,0.227500341,0,0.354584859,0.01363726,0.307420682,0.691861546,0.76580795,0.897761623,0.675657046,0.56288684,0.299433044,0.123042719,0.139945664,0.020470924,0.769597226,0.91451975,,0.579209709,,,0.873261733,,0.159691779,,0.750883024,0.474830849,,0.157559409,0.463955346,0.20481455,0.546146473,0.599269079,0.818030284,0.642458508,0.763351621,0.15020415,,0.175625429,,Staten_Island_SVM,112
75,Queens,6.08E+17,1,1,1,7,4,0.533333333,0.766666667,0.844444444,0.701369863,30,19,2,1.8,4.93,4.93,4.87,4.97,5,4.93,4.7,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566701009,0.478577789,0.435229214,0.420934264,0.668173606,0.380414267,0.311686277,0.64855617,0.764315063,0.898260449,0.656823828,0.160750297,0.36828118,0.987355246,0.320155911,0.028621263,0.838503035,0.11098874,,0.353047913,,,0.435532516,,0.068704249,,0.076600559,0.3770918,,0.093365712,0.22720195,0.150398123,0.253193943,0.724356622,0.852219184,0.656173445,0.597355563,0.181273799,,0.170324102,,Staten_Island_SVM,77
14,Queens,6.74E+17,1,1,1,8,5,0.933333333,0.966666667,0.977777778,0.487671233,6,6,0,0.62,5,5,5,5,5,4.67,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646210392,0.886039731,0.536810297,0.143295453,0.002595138,0.395652422,0.567430442,0.788539542,0.283369389,0.92514048,0.724450678,0.294946983,0.095675335,0.10731741,0.268929504,0.966596593,0.803429297,0.064315403,,0.340619008,,,0.899144353,,0.163218274,,0.336777636,0.450196266,,0.089582837,0.334698235,0.130604071,0.749803013,0.602279368,0.901840024,0.930004767,0.852360656,0.274845551,,0.314335801,,Staten_Island_SVM,39
126,Queens,8.91E+17,0,1,1,8,4,1,1,0.944444444,0.298630137,4,4,0,1.19,4.25,4.25,4.75,3.75,4,4.25,4.25,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583231057,0.936483176,0.273312254,0.083291593,0.348858504,0.195317248,0.309201275,0.767755106,0.715734054,0.040305091,0.904177267,0.18819467,0.181788543,0.068867384,0.233349506,0.95769987,0.995313673,0.081076927,,0.800340776,,,0.74426174,,0.172673599,,0.344772157,0.425521069,,0.954282672,0.473285627,0.274695693,0.437511458,0.146650946,0.12617097,0.069508466,0.65211285,0.289164214,,0.139631047,,Staten_Island_SVM,87
56,Queens,9.25E+17,0,1,1,8,4,0.8,0.9,0.933333333,0.306849315,1,1,0,0.56,4,4,4,5,5,4,5,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594660389,0.89603759,0.054113031,0.105058391,0.719258919,0.234917328,0.316981121,0.652273445,0.566046675,0.109157631,0.770892095,0.107031421,0.112617215,0.059934784,0.386535912,0.974677195,0.820783497,0.056137482,,0.277883019,,,0.438538107,,0.155813973,,0.203119064,0.324723568,,0.89346747,0.230463258,0.752481654,0,0.133982347,0.06803788,0.858998567,0.860362511,0.264262921,,0.14101073,,Staten_Island_SVM,82
88,Queens,53067423,0,1,1,6,2,1,1,1,1,36,13,0,1.65,4.89,4.83,4.75,4.94,4.94,4.64,4.81,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223212961,0.987613099,0.705172637,0.068775817,0.644611928,0.224930598,0.011463548,0.887750642,0.451475065,0.055374472,0.70298198,0.108131235,0.254597946,0.097597484,0.444406247,0.969815071,0.836312912,0.094908868,,0.439015628,,,0.323825883,,0.046287124,,0.567324614,0.464913252,,0.26578856,0.051147456,0.22055786,0.453365681,0.602414247,0.84401987,0.820099054,0.631569856,0.228962601,,0.217297382,,Staten_Island_SVM,115
117,Queens,6.99E+17,0,1,1,6,3,0.666666667,0.833333333,0.888888889,0.465753425,13,13,1,1.29,4.85,4.92,4.62,4.62,4.77,4.92,4.62,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316941301,0.482057209,0.394225276,0.170572514,0.703509981,0.002276201,0.318779845,0.847842943,0.579722445,0.107819564,0.710043987,0.397803417,0.335279494,0.107320474,0.319929308,0.972008183,0.721309086,0.031741833,,0.667586371,,,0.464305639,,0.0972659,,0.306192191,0.57244409,,0.145393209,0.610418395,0.794143754,0.350732269,0.817341723,0.934980895,0.676461781,0.547841501,0.175049736,,0.322825089,,Staten_Island_SVM,129
138,Queens,6.59E+17,0,1,1,6,3,0.966666667,0.983333333,0.988888889,0.490410959,26,18,1,1.83,4.85,4.96,4.92,4.81,5,4.69,4.85,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35716946,0.878430322,0.502599083,0.162542824,0.34819106,0.011682657,0.303407425,0.731131826,0.805485662,0.141592935,0.778553377,0.193939766,0.388450939,0.032738296,0.246048314,0.985182964,0.925993994,0.123105902,,0.346023806,,,0.590068149,,0.173118354,,0.491026849,0.618812904,,0.162273933,0.309448021,0.247166895,0.27642525,0.664631477,0.845147697,0.874884376,0.647299325,0.178308537,,0.181483011,,Staten_Island_SVM,116
56,Queens,7.64E+17,0,1,1,10,5,0.833333333,0.9,0.933333333,0.983561644,6,6,0,0.71,4.33,4.33,4.5,5,5,4.33,4.33,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605108778,0.885209821,0.696357443,0.121087567,0.430172873,0.540925333,0.569673585,0.764278206,0.463937785,0,0.804829967,0.236615911,0.141010791,0.063067147,0.389449254,0.967182505,0.937560328,0.072111401,,0.398497101,,,0.526384804,,0.213661904,,0.210163314,0.667762609,,0.914505464,0.219204189,0.780056634,0.230227904,0.098180238,0.170182975,0.110312598,0.867895205,0.117603982,,0.287495691,,Staten_Island_SVM,29
56,Queens,7.98E+17,0,0,1,2,1,1,1,1,1,3,3,0,0.44,4.67,4.67,4.33,5,5,5,4.67,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039220988,0.987449297,0.735868716,0.074803334,0.486776761,0.018723218,0,0.128165798,0.610968557,0.078579517,0.721080583,0.157381008,0.223006289,0.080989255,0.476224218,0.972408572,0.913242869,0.097899329,,0.520365714,,,0.619142691,,0.128698645,,0.421059404,0.388510167,,0.883734882,0.242879482,0.7094918,0.339369327,0.856776881,0.792166331,0.675903294,0.79763838,0.225440081,,0.349255637,,Staten_Island_SVM,158
164,Queens,53830757,1,1,1,6,3,1,1,1,1,23,22,2,1.24,4.91,4.91,4.91,5,5,4.91,4.91,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.300980313,0.997535263,0.823181416,0.163221104,0.556114368,0.002867263,0.309019636,0.820931808,0.739034835,0.929299196,0.608516435,0.249673055,0.919618146,0.10284561,0.354630043,0.00208554,0.910822518,0.856562652,,0.289638222,,,0.61519389,,0.2107874,,0.447194962,0.296452723,,0.132293415,0.147915246,0.132715166,0.020119036,0.894335259,0.832563304,0.839777574,0.589158595,0.19675155,,0.300717606,,Staten_Island_SVM,119
124,Queens,7.37E+17,0,0,1,5,4,0.766666667,0.883333333,0.922222222,0.22739726,1,1,0,0.12,5,5,5,5,5,5,5,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255561184,0.882259537,0.223430573,0.128888508,0.264184086,0.46465995,0.312183008,0.025161609,0.431410947,0.04612145,0.921985265,0.123656571,0.104038106,0.112108832,0.364230875,1,0.872863474,0.088904765,,0.744552552,,,0.684923149,,0.1124906,,0.459285736,0.529651263,,0.070109808,0.254916078,0.080201611,0.481201946,0.947646829,0.98133796,0.86432697,1,0.136976294,,0.180184691,,Staten_Island_SVM,70
