two_realRank,1-qid,State,host_is_superhost,host_has_profile_pic,host_identity_verified,accommodates,beds,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,bathrooms,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,property_type_Entire condo,property_type_Entire guest suite,property_type_Entire home,property_type_Entire loft,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Entire townhouse,property_type_Private room in condo,property_type_Private room in guest suite,property_type_Private room in home,property_type_Private room in loft,property_type_Private room in rental unit,property_type_Private room in townhouse,property_type_Room in boutique hotel,property_type_Room in hotel,property_type_Shared room in rental unit,accommodates_contribution,availability_30_contribution,availability_365_contribution,availability_60_contribution,availability_90_contribution,bathrooms_contribution,beds_contribution,host_has_profile_pic_contribution,host_identity_verified_contribution,host_is_superhost_contribution,number_of_reviews_contribution,number_of_reviews_l30d_contribution,number_of_reviews_ltm_contribution,property_type_Entire condo_contribution,property_type_Entire guest suite_contribution,property_type_Entire home_contribution,property_type_Entire loft_contribution,property_type_Entire rental unit_contribution,property_type_Entire serviced apartment_contribution,property_type_Entire townhouse_contribution,property_type_Private room in condo_contribution,property_type_Private room in guest suite_contribution,property_type_Private room in home_contribution,property_type_Private room in loft_contribution,property_type_Private room in rental unit_contribution,property_type_Private room in townhouse_contribution,property_type_Room in boutique hotel_contribution,property_type_Room in hotel_contribution,property_type_Shared room in rental unit_contribution,review_scores_accuracy_contribution,review_scores_checkin_contribution,review_scores_cleanliness_contribution,review_scores_communication_contribution,review_scores_location_contribution,review_scores_rating_contribution,review_scores_value_contribution,reviews_per_month_contribution,room_type_Entire home/apt_contribution,room_type_Hotel room_contribution,room_type_Private room_contribution,room_type_Shared room_contribution,model,predicted
70,Bronx,8.37E+17,0,1,1,10,6,0.5,0.75,0.833333333,0.95890411,9,9,1,2.5,4.56,4.89,4.89,4.44,4.89,4.89,4.78,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.455666848,0.909186086,0.569631442,0.19633603,0.511554889,0.655052985,0.850241758,0.952830931,0.086932244,0.123372632,0.649131362,0.595996152,0.126394068,0.111824454,0.028579897,0.900957834,0.961089542,0.00183116,0.959913129,0.917680217,0.129620221,0.290415442,,0.247316763,0.988335442,,0.073298235,,0.98939038,0.970165364,0.128320888,0.761268428,0.065838245,0.592832736,0.16365479,0.987978999,0.468685469,,0.295070283,,Bronx_SVM,14
1,Bronx,7.94E+17,1,1,1,3,1,0.866666667,0.916666667,0.944444444,0.98630137,12,12,0,1.51,4.83,4.92,4.92,5,5,4.67,4.75,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.865916403,0.840113423,0.754217484,0.752190997,0.233652142,0.015985742,0.036291187,0.918208011,0.956089266,0.783529127,0.145334275,0.889865223,0.622537477,0.127150074,0.125820311,0.021445701,0.863703402,0.930729569,0.036942039,0.95936546,0.848591418,0.047369975,0.280227994,,0.344080314,0.891016864,,0.102598934,,0.96998919,0.075260242,0.049996497,0.892061967,0.210526435,0.739455791,0.285090676,0.436663712,0.563434019,,0.369769074,,Bronx_SVM,127
158,Bronx,6.49E+17,0,1,1,6,3,1,1,1,1,46,33,3,3.11,4.87,4.91,4.98,4.76,4.87,4.72,4.78,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.519344064,0.940795048,0.729804349,0.878854878,0.060800306,0.012290967,0.34358858,0.922092563,0.969916675,0.02255047,0.898993993,0.647339343,0.036864866,0.189306628,0.14820195,0.045551179,0.969116691,0.967407311,0.052882772,0.949446507,0.850356871,0.094045318,0.318866046,,0.303369557,0.886969214,,0.146069368,,0.976325287,0.26630564,0.068531929,0.769599673,0.194276464,0.77309197,0.155090814,0.929557655,0.512944566,,0.558194016,,Bronx_SVM,139
161,Bronx,6.43E+17,0,1,1,6,3,0.033333333,0.516666667,0.677777778,0.920547945,56,42,4,3.73,4.73,4.79,4.89,4.79,4.68,4.61,4.63,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.251565265,0.042885521,0.845824251,0.492731316,0.396886427,0.024452862,0.330674971,0.920788934,0.968482648,0.16424443,0.840113057,0.281453448,0.052110495,0.172265855,0.112811799,0.024401017,0.900225592,0.969293384,0.07858905,0.956312623,0.903537393,0.119535134,0.155710169,,0.375141275,0.899579625,,0.116360886,,0.664118226,0.326988429,0.077111991,0.079482079,0.362538985,0.617339539,0.280356982,0.946242401,0.73073285,,0.279758686,,Bronx_SVM,188
114,Bronx,6.72E+17,1,1,1,2,1,0.4,0.55,0.7,0.17260274,1,0,0,0.08,5,5,5,5,5,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.668451442,0.470287763,0.118133165,0.647092027,0.454058593,0.008795629,0.01193312,0.96332217,0.946583854,0.81933632,0.142917527,0.935908233,0.982615636,0.126186762,0.136891394,0.034008884,0.929558107,0.084310167,0.070734017,0.967567927,0.881578214,0.141077,0.145639957,,0.820613479,0.906146209,,0.051511814,,0.977938902,0.066953096,0,0.917901753,0.065011194,0.757796578,0.065143497,0.071955049,0.823091968,,0.518483512,,Bronx_SVM,164
60,Bronx,7.47E+17,1,1,1,7,4,0.633333333,0.666666667,0.777777778,0.945205479,18,18,1,1.91,4.83,4.78,4.83,4.78,4.94,4.39,4.67,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.462699587,0.484575878,0.88405266,0.536473271,0.440106986,0.505248738,0.474858216,0.868906179,0.951214677,0.803136189,0.266030599,0.737771434,0.611594906,0.073351719,0.09623638,0.029343129,0.886273588,0.945958534,0.027819652,0.95620172,0.85033487,0.106496943,0.225886594,,0.267376905,0.88042736,,0.123458261,,0.694487458,0.284336829,0.407360087,0.908066725,0.339346423,0.656889142,0.265934091,0.439384644,0.411968068,,0.701161773,,Bronx_SVM,27
50,Bronx,6.88E+17,1,1,1,7,4,0.8,0.75,0.833333333,0.95890411,29,28,2,2.37,4.93,4.83,4.93,4.97,4.97,4.38,4.83,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.461106091,0.817610852,0.624448616,0.470009875,0.156445583,0.520974914,0.46501647,0.928779322,0.937222847,0.846215728,0.257406518,0.381951651,0.034261233,0.125637737,0.194835639,0.041772516,0.923104665,0.99131234,0.040402994,0.949647617,0.89194567,0.082128461,0.30425458,,0.303911535,0.915308306,,0.133923641,,0.6701384,0.071905249,0.176227336,0.899109755,0.353631555,0.927233285,0.132954255,0.917119592,0.567746421,,0.490821326,,Bronx_SVM,51
8,Bronx,6.72E+17,1,1,1,14,8,0.633333333,0.666666667,0.777777778,0.353424658,3,3,0,0.49,5,5,5,5,5,4.67,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.299580301,0.464391565,0.257608101,0.555112564,0.351163485,1,0.87171679,0.91251024,0.942691427,0.949246358,0.074569377,0.886720512,0.842633592,0.236416386,0.134765926,0.026196357,0.832457887,0.942854084,0.041032703,0.948994462,0.838357796,0.074166851,0.222806736,,0.419605856,0.950589522,,0.128150837,,0.979437223,0.039460983,0.055637076,0.9234569,0.213799555,0.693656413,0.079794652,0.176772295,0.38797496,,0.344101519,,Bronx_SVM,2
114,Bronx,6.70E+17,1,1,1,2,1,0.7,0.7,0.8,0.197260274,5,0,0,0.38,5,5,5,5,5,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.671616884,0.856072229,0.265454109,0.540427069,0.475289974,0.511035805,0.013383687,0.917563484,0.982538909,0.889699358,0.015843559,0.945212764,0.995282482,0.130656785,0.137297902,0.024161073,0.897115244,0.019148199,0.054295983,0.945148361,0.851261129,0.134292071,0.170319317,,1,0.91126036,,0.107231113,,0.964569118,0.062156546,0.102969952,0.955822859,0.03944456,0.87589678,0.027668887,0.095430109,0.578887277,,0.321982755,,Bronx_SVM,81
130,Bronx,7.15E+17,1,1,1,5,3,0.366666667,0.233333333,0.488888889,0.873972603,25,25,3,2.16,4.88,4.84,4.92,4.96,4.88,4.68,4.84,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423462488,0.434317462,0.5570723,0.232040095,0.91907966,0.008387047,0.319350415,0.928445621,0.940721315,0.795250455,0.252811899,0.555649414,0.0434125,0.992082617,0.125426289,0.041547955,0.906907934,0.057491543,0.036885237,0.967942058,0.859967368,0.173740148,0.195032151,,0.17380946,0.89272103,,0.100515898,,0.982385109,0.048467272,0.016404261,0.669875368,0.207733483,0.87585163,0.148039056,0.444597982,0.329989023,,0.254877938,,Bronx_SVM,160
137,Bronx,25296394,0,1,1,4,1,0.766666667,0.883333333,0.833333333,0.95890411,5,0,0,0.08,5,5,5,5,5,4.6,4.8,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.62064887,0.822117691,0.727310581,0.669280719,0.128529702,0.368686049,0.025870208,0.936848627,0.928214256,0.040784484,0.018341686,0.887989579,1,0.14930225,0.190137779,0.039044673,0.920724238,0.922682659,0.062650775,0.965351776,0.882413091,0.135709165,0.270089248,,0.167636146,0.923930413,,0.081566726,,0.972304731,0,0.077782404,0.963220963,0.339916773,0.818625525,0.158946974,0.137550243,0.905131054,,0.288320211,,Bronx_SVM,67
111,Bronx,8.33E+17,0,1,0,6,3,0.6,0.666666667,0.777777778,0.945205479,24,24,3,3.87,4.83,4.63,4.5,4.92,4.79,4.42,4.67,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.542358345,0.426039322,0.941081642,0.556728218,0.426418579,0.014331973,0.325889287,0.978737849,0.015774882,0.144446101,0.238244502,0.572188403,0.033364651,0.121650168,0.096022798,0.013785424,0.919464999,0.931952652,0.05784869,0.966679478,0.908312015,0.160729497,0.252510886,,0.129438248,0.888087435,,0.105370486,,0.66329936,0.056246832,0.908067534,0.685654674,0.325670155,0.791452113,0.270714178,0.964687188,0.768844903,,0.53359546,,Bronx_SVM,179
63,Bronx,6.93E+17,0,1,0,2,5,0.333333333,0.4,0.6,0.901369863,45,45,7,3.98,4.71,4.64,4.56,4.91,4.91,4.33,4.67,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.660220779,0.037556318,0.838437321,0.173763716,0.376376347,0.518446659,0.574947619,0.913561228,0.051827545,0.232903767,0.834321016,0.010394023,0.032201338,0.123725068,0.152999486,0.050216621,0.910039206,0.052237931,0.049288193,0.983027443,0.892035436,0.167158679,0.162861584,,0.710492436,0.927338075,,0.104897281,,0.672971304,0.075006065,0.35052651,0.751076954,0.946106492,0.541173083,0.280176419,0.897631898,0.522014788,,0.574003224,,Bronx_SVM,172
92,Bronx,39229191,0,1,1,8,4,1,1,1,1,14,0,0,0.3,4.93,4.93,5,4.93,5,5,5,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31146414,0.952573356,0.595737146,0.838779897,0.072528897,0.619531138,0.426924707,0.949552063,0.934831602,0.06212054,0.301801087,0.921751105,0.965116294,0.120938743,0.096887081,0.969420874,0.971179909,0.052084864,0.045595054,0.953214676,0.89132804,0.257654571,0.191170399,,0.21880288,0.99557749,,0.055684683,,0.976273742,0.067325474,0.073128973,0.869387006,0.033969894,0.715924622,0.015390815,0.119863927,0.722567472,,0.443002916,,Bronx_SVM,5
49,Bronx,8.55E+17,1,1,1,7,3,0.866666667,0.933333333,0.955555556,0.989041096,11,11,1,2.2,5,5,5,5,5,5,5,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483035734,0.830964663,0.784448245,0.840150396,0.199783357,0.344171749,0.321738006,0.935832146,0.992657836,0.864763992,0.075670287,0.820154873,0.60776576,0.138010112,0.075591263,1,0.902839093,0.038343468,0.069777605,0.969487156,0.953523425,0.193493078,0.255256496,,0.270403176,0.919557436,,0.068176578,,0.982422591,0.096711898,0.139106452,0.946292702,0.047340487,0.831659275,0.054402067,0.393157396,0.728600664,,0.354146206,,Bronx_SVM,31
78,Bronx,52884956,1,0,1,2,1,0.933333333,0.966666667,0.977777778,0.994520548,15,11,1,0.94,4.87,4.93,4.8,5,5,4.4,4.53,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.809405024,0.861189182,0.757480601,0.831095591,0.103975262,0.010990867,0.025703276,0.07754478,0.939568863,0.747122684,0.245127107,0.77277024,0.623493612,0.148051642,0.083576531,0.019557349,0.907497418,0.983527061,0.07630487,0.979436565,0.934004216,0.139265408,0.273138176,,0.256496669,0.835195368,,0.120646436,,0.961533704,0.008658579,0.436727572,0.962230225,0.341522389,0.661450769,0.282601511,0.293701789,0.65134942,,0.551904799,,Bronx_SVM,140
186,Bronx,54129100,0,1,1,16,3,0.466666667,0.733333333,0.822222222,0.956164384,15,6,0,0.77,4.27,4.33,4.53,4.47,4.73,4.27,4.07,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.36706421,0.44731868,0.806778748,0.491938979,0.382224275,0.024035322,0.333804109,0.885025011,0.960487853,0.217577704,0.231392318,0.858861843,0.844413548,0.069335093,0.144009834,0.025184886,0.908499132,0.952520744,0.042045673,0.934561973,0.828608204,0.081347628,0.187480747,,0.260133098,0.929521467,,0.130705311,,0.03644333,0.94712952,0.84174215,0.730093115,0.962897472,0.230477023,0.921139195,0.258903398,0.348951525,,0.513414188,,Bronx_SVM,85
140,Bronx,7.02E+17,0,1,1,4,2,0.766666667,0.816666667,0.877777778,0.969863014,38,38,2,3.11,4.42,4.58,4.68,4.45,4.61,4.29,4.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.820782752,0.843278543,0.736721146,0.732336437,0.138080767,0.026503289,0.191845284,0.882352157,0.931597667,0.053115178,0.880558495,0.660526669,0.041043203,0.177475575,0.161557457,0.034909254,0.886568079,0.960722522,0.067649071,0.960417197,0.910665529,0.126427927,0.171974785,,0.075271985,0.910260426,,0.094531494,,0.02497543,0.931027371,0.36526655,0.120636631,0.96294155,0.323652277,0.947072254,0.939807022,0.506132295,,0.408379203,,Bronx_SVM,159
114,Bronx,50073875,0,1,1,6,2,0.2,0.483333333,0.655555556,0.898630137,23,7,1,0.83,4.87,4.91,4.78,5,4.96,4.61,4.7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42996818,0.029709517,0.657106029,0.486660126,0.324080601,0.009362401,0.188018986,0.92882272,0.983695139,0.112842437,0.221281436,0.739390622,0.842443905,0.118984878,0.136755385,0.971955845,0.834260024,0.064608996,0.041913293,0.972838001,0.94839225,0.118221496,0.114367749,,0.171471843,0.922842659,,0.1064368,,0.97717509,0.063929031,0.419928613,0.926794724,0.339451531,0.842749131,0.305337773,0.202928718,0.165402767,,0.035070327,,Bronx_SVM,92
189,Bronx,6.91E+17,0,1,0,8,8,0.4,0.583333333,0.6,0.873972603,46,44,6,3.62,4.61,4.7,4.46,4.74,4.74,4.15,4.67,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.482672236,0.428166569,0.682635402,0.550155243,0.412381211,0.019980175,0.859666298,0.895950004,0.026876667,0.077752515,0.927645964,0.046664291,0.032769958,0.188949365,0.158386559,0.040585712,0.89954828,0.051940739,1,0.935438152,0.898121324,0.136877645,0.186310042,,0.211392737,0.924733174,,0.100754474,,0.674432436,0.262047949,0.813400372,0.700791703,0.949471415,0.607553552,0.303684173,0.880161343,0.407108032,,0.530145488,,Bronx_SVM,147
107,Bronx,8.26E+17,1,1,1,4,2,0.366666667,0.566666667,0.711111111,0.928767123,6,6,1,1.17,5,5,4.67,5,5,4.83,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66035215,0.478956283,0.905715163,0.500518904,0.354731928,0.02251979,0.178433724,0.860713279,0.921180642,0.840179131,0.240221137,0.811077857,0.843487296,0.129636583,0.093499446,0.981756292,0.940760889,0.063414367,0.049696196,0.982360243,0.867684284,0.177865265,0.366571322,,0.393180093,0.968431902,,0.098261488,,0.970774506,0.064544772,0.387671805,0.945514217,0.188064719,0.626728994,0.035146228,0.369614808,0.413879718,,0.275379705,,Bronx_SVM,79
165,Bronx,9.02E+17,0,1,1,3,2,0.9,0.9,0.711111111,0.175342466,11,11,4,3.51,5,5,5,5,5,5,4.82,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688341424,0.850704627,0.181470622,0.667014296,0.472612874,0.02343592,0.196407341,0.942345782,0.948430603,0.253342705,0.166792565,0.400690059,0.620559509,0.17036372,0.15392615,0.990543619,0.875260002,0.030203904,0.045271452,0.974411119,0.792766142,0.15629086,0.126814663,,0.244741772,0.930731496,,0.072568637,,0.985369383,0.045313123,0.101017772,0.978703391,0.050561102,0.742710377,0.196895068,0.897603562,0.498961401,,0.404420938,,Bronx_SVM,63
32,Bronx,8.98E+17,0,1,1,5,4,0.9,0.9,0.666666667,0.164383562,4,4,0,1.38,5,4.75,5,5,5,4.5,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609509783,0.823521807,0.071961068,0.606493911,0.438966907,0.512420817,0.436856246,0.889848616,0.933843842,0.156780383,0.169034277,0.888803947,0.852646246,0.182228776,0.194149027,0.990373701,0.882204434,0.055347376,0.012435886,0.954189766,0.928200273,0.050640806,0.146150569,,0.363011482,0.950774089,,0.039000467,,0.69036177,0.017274629,0.022581577,0.928003334,0.32089043,0.629981436,0.058099491,0.46587513,0.419750168,,0.48152627,,Bronx_SVM,10
64,Bronx,9.34E+17,0,1,1,4,2,0.833333333,0.916666667,0.944444444,0.232876712,2,2,2,2,5,5,5,5,5,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380794297,0.857474986,0.114035894,0.826122466,0.074168572,0.026616503,0.17771362,0.913731048,0.953850196,0.221632692,0.109382269,0.548523001,0.974525775,0.157603074,0.126768821,0.967721483,0.884283074,0.107281561,0.002977997,0.952618972,0.871374922,0.102284414,0.214956791,,0.268991437,0.91195328,,0.113608027,,0.996144868,0.045829628,0.08558004,0.951373457,0.039616338,0.79395525,0.073688044,0.465663418,0.808321326,,0.524176635,,Bronx_SVM,69
189,Bronx,6.29E+17,1,1,1,8,3,0.133333333,0.566666667,0.711111111,0.175342466,2,1,0,0.16,5,4.5,5,5,5,4.5,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.256366576,0.000197046,0.359712401,0.608043072,0.466477205,0.019935804,0.324007973,0.935916075,0.949093605,0.90451412,0.072084428,1,0.977689082,0.131341526,0.135927662,0.029435188,0.880290514,0.92263052,0.001106686,0.965082933,0.879672425,0.138720416,0.187427867,,0.221092681,0.948192697,,0.140323577,,0.030884396,0.024378117,0.113368528,0.934632412,0.348706125,0.786635743,0.957313507,0.094866067,0.531881487,,0.222148586,,Bronx_SVM,122
106,Bronx,8.63E+17,0,1,1,4,3,1,1,1,1,2,2,1,0.7,3,3,3,3.5,3.5,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.518773586,0.984104855,0.805218804,0.885970184,0,0.015731274,0.318601742,0.904795701,0.954668596,0.028434509,0.093693755,0.667168543,0.970734493,0.213036217,0.178433931,0.032961899,0.88656223,0.99226714,0.065634602,0.963059683,0.865350234,0.051753753,0.103412138,,0.239006151,0.97527371,,0.010672173,,0.03176879,1,0.886072571,0.064507132,0.945193066,0.319996155,0.930611425,0.240095635,0.359059169,,0.3177515,,Bronx_SVM,20
5,Bronx,6.07E+17,0,1,1,15,5,1,1,1,1,13,6,1,0.82,3.85,4.08,4,3.77,4.46,3.85,3.54,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.214662639,0.941613434,0.850630189,0.839555878,0.087765313,0.008532444,0.569048634,0.95375814,0.961246785,0.072385681,0.164284662,0.65938827,0.828467839,0.172111315,0.122442438,0.03999558,0.856512276,0.960361108,0.038833821,0.959021766,0.848435863,0.117053071,0.094000473,,0.142256221,0.879624293,,0.121208843,,0.03037896,0.940637278,0.90765412,0.107491048,0.982312899,0.248182916,0.908682047,0.286009245,0.507495477,,0.641360273,,Bronx_SVM,13
9,Bronx,6.11E+17,0,1,1,15,5,1,1,1,1,18,9,1,1.1,4.44,4.28,4.11,4.39,4.56,4.11,4.28,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373463871,0.950585663,0.836735022,0.858503289,0.075448488,0.020338407,0.558592542,0.922724385,0.960012189,0.130518124,0.22736107,0.754849208,0.610809313,1,0.134584018,0.031352098,0.937046525,0.046927019,0.010189019,0.944786721,0.861605939,0.061473184,0.272006427,,0.264832964,0.902448129,,0.093532394,,0.029128549,0.977746158,0.917160941,0.075306523,0.961145165,0.173359808,0.953578268,0.435075869,0.656752411,,0.421763363,,Bronx_SVM,33
130,Bronx,54183001,0,1,1,4,1,1,1,1,1,53,21,1,2.63,4.43,4.62,4.45,4.72,4.72,4.47,4.23,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.707190162,0.94038428,0.729993637,0.983060848,0.039392903,0.009704032,0.030643405,0.971506274,0.937972705,0.138167734,0.828391811,0.667818219,0.622178916,0.098013324,0.18455493,0.033126259,0.900473729,0.984604607,0.058705619,0.955149915,0.887902745,0.161249829,0.103766938,,0.306293911,0.925947238,,0.104008474,,0.682314615,0.329632531,0.847999137,0.705186924,0.303605592,0.364189543,0.989816519,0.880237249,0.443355144,,0.311963759,,Bronx_SVM,117
102,Bronx,53442799,0,1,1,10,4,1,1,1,1,21,6,0,0.97,4.43,4.24,4.19,4.38,4.43,4.52,4.19,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.442910759,0.957704754,0.897793928,0.73860161,0.067145345,0.018451245,0.441956281,0.916165063,0.960144915,0.073373634,0.235047458,0.9017106,0.842170564,0.146274438,0.141927838,0.044809945,0.932216505,0.930425563,0.020905192,0.966542977,0.843304695,0.20116565,0.28238118,,0.368512471,0.931299642,,0.048383683,,0.014286796,0.910875037,0.81063829,0.121065096,0.361929276,0.41837523,0.962925543,0.233546594,0.501686585,,0.207603819,,Bronx_SVM,57
6,Bronx,49861789,0,1,1,13,5,1,1,1,1,13,1,0,0.56,4.69,4.77,4.69,4.77,4.92,4.85,4.54,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.293642622,0.967468704,0.871765861,0.905657517,0.037529019,0.011808938,0.570299154,0.985523303,0.964508814,0.131332781,0.135827084,0.923638531,0.99548516,0.161981648,0.132993013,0.041482978,0.917535344,0.868193848,0.058366414,0.958336064,0.857330664,0.190830565,0.190314516,,0.232747653,0.962742196,,0.085347137,,0.671193905,0.340366905,0.397291333,0.713951601,0.201942875,0.641274226,0.283664172,0.204252675,0.402773901,,0.571972883,,Bronx_SVM,35
165,Bronx,52673880,0,1,1,6,3,1,1,1,1,15,2,0,0.67,4.73,4.6,4.87,4.87,5,4.93,4.73,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.542242116,0.976525864,0.97728191,0.821699833,0.122629556,0.030813257,0.332792864,0.960117476,0.9454595,0.212655155,0.230611756,0.987696371,0.993919073,0.176728732,0.160541015,0.000381962,0.902794301,0.078655159,0.091023346,0.926072437,0.868450087,0.16192244,0.141723531,,0.865981103,0.965148783,,0.089535212,,0.674869447,0.275555344,0.16098512,0.921998099,0.02838118,0.644174362,0.287064528,0.225510118,0.451078655,,0.294495432,,Bronx_SVM,113
21,Bronx,37361653,0,1,1,8,4,0.133333333,0.566666667,0.711111111,0.175342466,1,0,0,0.03,5,5,5,5,5,4,5,3.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262391676,0.028398901,0.183035657,0.518557901,0.364863649,0.825774726,0.426166786,0.934781541,0.969094107,0.103526559,0.078677516,0.883471679,0.976775011,0.233224841,0.092185379,0.969197311,0.885364772,0.068876295,0.03581026,0.969003423,0.881086379,0.123755121,0.101777201,,0.224484798,0.915760294,,0.084305038,,0.958747342,0.072854925,0.108466069,0.954175754,0.959027281,0.773001696,0.067961422,0.03736827,0.474283952,,0.555148667,,Bronx_SVM,3
42,Bronx,7.60E+17,0,1,1,6,3,0.866666667,0.933333333,0.955555556,0.482191781,15,15,1,1.7,4.4,4.2,4.73,4.4,4.33,4.2,4.27,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.502098932,0.843994548,0.696644484,0.735710772,0.146994565,0.020911519,0.307933825,0.93837218,0.935560638,0.152600807,0.188111632,0.667054902,0.614550197,0.09474231,0.159000946,0.039955535,0.896262754,0.942501979,0.057767218,0.951842346,0.862743618,0.072738013,0.335009673,,0.234299253,0.90437431,,0.108153369,,0.000852248,0.95539188,0.4064593,0.084334808,0.959271681,0.324632759,0.950588948,0.405041664,0.416192876,,0.441200535,,Bronx_SVM,118
24,Bronx,7.60E+17,0,1,1,8,3,0.833333333,0.916666667,0.944444444,0.479452055,10,10,0,1.2,4.1,3.8,4.5,4.7,4.5,4,3.8,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.223174825,0.818790784,0.603467786,0.763955976,0.144612209,0.516314474,0.31552548,0.900762879,0.950250796,0.037306436,0.116736854,0.906267983,0.625990076,0.17412156,0.156068655,0.027307135,0.875187056,0.971413719,0.070771269,0.962972517,0.904552033,0.124884064,0.218519689,,0.256724498,0.918453809,,0.06199325,,0.037100565,0.959090693,0.876928689,0,0.983506079,0.213474015,0.94902965,0.451315775,0,,0.461149527,,Bronx_SVM,43
42,Bronx,7.60E+17,0,1,1,4,2,0.8,0.9,0.933333333,0.983561644,9,9,2,1.03,4.11,4.33,4.67,4.78,4.67,4.11,3.78,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.698118504,0.806720166,0.755138511,0.691200061,0.16512324,0.02072888,0.174596903,0.957823217,0.93077661,0.259053003,0.181022834,0.543176596,0.604270724,0.198332657,0.18273473,0.037074837,0.907067773,0.928753857,0.070906508,0.971201216,0.91389548,0.108310002,0.342371767,,0.264601909,0.939625065,,0.100364205,,0.012585007,0.338807292,0.373465358,0.133535207,0.940546332,0.422178821,0.992421901,0.375373398,0.509953679,,0.694149078,,Bronx_SVM,94
158,Bronx,21778446,0,1,1,4,1,1,1,1,0.246575342,3,1,0,0.04,5,5,5,5,5,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.553859108,0.971323172,0.285883888,0.739656804,0.040648913,0.007611541,0,0.937114696,0.986681158,0.148607186,0,0.860832246,0.989047071,0.068654731,0.184599465,0.03773828,0.925871361,0.051133786,0.026143057,0.955869464,0.85204019,0.068630174,0.94915041,,0.286944157,0.92921329,,0.07159384,,0.967187078,0.036097609,0.08469173,0.918001555,0.042156104,0.679262903,0.061540415,0.100449645,0.321433942,,0.249864218,,Bronx_SVM,146
